Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
10,2019-01-01 00:06:23,4642894980163,fraud_Rutherford-Mertz,grocery_pos,24.74,Eddie,Mendez,M,1831 Faith View Suite 653,Clarinda,IA,51632,40.7491,-95.038,7297.0,IT trainer,1990-07-13,d71c95ab6b7356dd74389d41df429c87,1325376383.0,40.275891,-96.011548,0.0
11,2019-01-01 00:06:53,377234009633447,fraud_Kerluke-Abshire,shopping_net,7.77,Theresa,Blackwell,F,43576 Kristina Islands,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925.0,Systems developer,1966-02-14,3c74776e558f1499a7824b556e474b1d,1325376413.0,40.103866,-78.624459,0.0
12,2019-01-01 00:06:56,180042946491150,fraud_Lockman Ltd,grocery_pos,71.22,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043.0,"Engineer, land",1989-02-28,c1d9a7ddb1e34639fe82758de97f4abf,1325376416.0,27.630593,-82.308891,0.0
13,2019-01-01 00:07:27,5559857416065248,fraud_Kiehn Inc,grocery_pos,96.29,Jack,Hill,M,5916 Susan Bridge Apt. 939,Grenada,CA,96038,41.6125,-122.5258,589.0,Systems analyst,1945-12-21,413636e759663f264aae1819a4d4f231,1325376447.0,41.65752,-122.230347,0.0
14,2019-01-01 00:09:03,3514865930894695,fraud_Beier-Hyatt,shopping_pos,7.77,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899.0,Naval architect,1967-08-30,8a6293af5ed278dea14448ded2685fea,1325376543.0,32.863258,-106.520205,0.0
15,2019-01-01 00:09:20,6011999606625827,fraud_Schmidt and Sons,shopping_net,3.26,Ronald,Carson,M,870 Rocha Drive,Harrington Park,NJ,7640,40.9918,-73.98,4664.0,"Radiographer, diagnostic",1965-06-30,baae0b096835c975857eea7e28dde3dc,1325376560.0,41.831174,-74.335559,0.0
16,2019-01-01 00:10:49,6011860238257910,fraud_Lebsack and Sons,misc_net,327.0,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078.0,"Programme researcher, broadcasting/film/video",1952-07-06,991c04803b4d4eeab30d6245a872e3d3,1325376649.0,36.384092,-99.048472,0.0
17,2019-01-01 00:10:58,3565423334076143,fraud_Mayert Group,shopping_pos,341.67,Nathan,Thomas,M,4923 Campbell Pines Suite 717,Carlisle,IN,47838,38.9763,-87.3667,4081.0,Energy engineer,1938-03-15,f12cf52be2175703db789a4644c32f25,1325376658.0,38.674491,-88.305767,0.0
18,2019-01-01 00:11:14,2348245054386329,"fraud_Konopelski, Schneider and Hartmann",food_dining,63.07,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,16421,42.1767,-79.9416,2518.0,Event organiser,1946-02-02,8500f3d459047eac8443307b1e8296e5,1325376674.0,41.430274,-79.492553,0.0
19,2019-01-01 00:12:34,4956828990005111019,"fraud_Schultz, Simonis and Little",grocery_pos,44.71,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967.0,Operational researcher,1980-12-21,09eff9c806365e2a6be12c1bbab3d70e,1325376754.0,40.079588,-74.84808699999999,0.0
20,2019-01-01 00:13:08,4469777115158234880,fraud_Bauch-Raynor,grocery_pos,57.34,Gregory,Graham,M,4005 Dana Glens,Methuen,MA,1844,42.728,-71.181,47249.0,Market researcher,1980-11-22,139a1bee15be607d79fe173bfcb2502a,1325376788.0,42.26876,-71.217297,0.0
21,2019-01-01 00:14:37,2305336922781618,fraud_Harris Inc,gas_transport,50.79,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132.0,Probation officer,1961-02-14,b9c4615bec3561c8e83b0c1d6c7028e2,1325376877.0,40.18893,-91.955115,0.0
22,2019-01-01 00:17:16,180048185037117,fraud_Kling-Grant,grocery_net,46.28,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485.0,Leisure centre manager,1974-07-19,19e23c6a300c774354417befe4f31f8c,1325377036.0,40.021888,-74.228188,0.0
23,2019-01-01 00:17:40,630441765090,fraud_Pacocha-Bauch,shopping_pos,9.55,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,31.9571,-98.9656,1791.0,Corporate investment banker,1965-07-26,c4b4daebab8be54cadde4b941244ca53,1325377060.0,31.62635,-98.610225,0.0
24,2019-01-01 00:18:06,4428780983793657331,fraud_Lesch Ltd,shopping_pos,22.95,Richard,Waters,M,7683 Natasha Way Apt. 945,Waukesha,WI,53186,42.9993,-88.2196,95015.0,"Therapist, occupational",1946-01-02,d2432bfeabf142dc1bae1d426e32aecc,1325377086.0,43.375041,-89.055065,0.0
25,2019-01-01 00:18:07,343464013864032,fraud_Kunde-Sanford,misc_net,2.55,Jodi,Foster,F,551 Zachary Freeway,Bailey,NC,27807,35.8072,-78.0892,6629.0,Call centre manager,1962-08-13,abe0676c18f34fa305b113fa762e29b5,1325377087.0,36.74987,-78.67787,0.0
26,2019-01-01 00:20:15,374930071163758,fraud_Deckow-O'Conner,grocery_pos,64.09,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515.0,Police officer,1971-11-05,6f363661ba6b55889e488dd178f2a0af,1325377215.0,42.360426,-83.552316,0.0
27,2019-01-01 00:21:32,4334230547694630,fraud_Bruen-Yost,misc_pos,6.85,Scott,Martin,M,7483 Navarro Flats,Freedom,WY,83120,43.0172,-111.0292,471.0,"Education officer, museum",1967-08-02,f3c43d336e92a44fc2fb67058d5949e3,1325377292.0,43.753735,-111.454923,0.0
28,2019-01-01 00:22:06,4225990116481262579,fraud_Kunze Inc,grocery_pos,90.22,Brian,Simpson,M,2711 Duran Pines,Honokaa,HI,96727,20.0827,-155.488,4878.0,Physiotherapist,1966-12-03,95826e3caa9e0b905294c6dae985aec1,1325377326.0,19.560013,-156.045889,0.0
29,2019-01-01 00:22:18,4260059589824237,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,4.02,Aaron,Rogers,M,969 Huerta Path Apt. 270,Valentine,NE,69201,42.8062,-100.6215,4005.0,Network engineer,1945-03-15,20490f3f0966ce74b4aaba8dc2c4ed52,1325377338.0,42.47559,-101.265846,0.0
30,2019-01-01 00:22:36,180094608895855,"fraud_Kihn, Abernathy and Douglas",shopping_net,3.66,Tammie,Harper,F,57887 Gutierrez Harbor,Westfir,OR,97492,43.7575,-122.481,597.0,Forensic psychologist,1961-05-19,870c92b288a974a2faf1f24b05c27e33,1325377356.0,44.278191,-121.815161,0.0
31,2019-01-01 00:22:39,4599735407877245080,"fraud_Heller, Gutmann and Zieme",grocery_pos,82.8,Mary,Myers,F,39787 Pamela Fall Suite 639,Tiptonville,TN,38079,36.3846,-89.4649,5577.0,Geochemist,1964-12-30,cb598ec00d349dc95e7b3c18de5ae800,1325377359.0,36.294205,-89.81128199999999,0.0
32,2019-01-01 00:22:44,630412733309,fraud_Torphy-Goyette,shopping_pos,66.21,Heather,Stanton,F,445 Jerry Lights Apt. 081,Republic,MI,49879,46.368,-87.9938,1038.0,Armed forces training and education officer,1964-04-22,20f048d3907dbb9978e23bee7b7578ce,1325377364.0,46.412038,-88.516663,0.0
33,2019-01-01 00:23:41,2712209726293386,fraud_Balistreri-Nader,misc_pos,25.58,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909.0,"Designer, furniture",1977-02-22,1654da2abfb9e79a5f99167fc9779558,1325377421.0,29.737426,-90.853194,0.0
34,2019-01-01 00:23:58,374125201044065,"fraud_Bahringer, Schoen and Corkery",shopping_pos,9.03,Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723.0,"Optician, dispensing",1970-07-20,c733711c521c41c578f4a964d8350df0,1325377438.0,38.880898,-76.44111600000001,0.0
35,2019-01-01 00:25:46,349612764943496,fraud_Hudson-Ratke,grocery_pos,99.0,Xavier,Beltran,M,61107 Edwards Dam Apt. 463,Big Creek,KY,40914,37.1046,-83.5706,467.0,"Psychologist, forensic",1984-06-04,7e2f9596cb3a3595ece15611ee338e5c,1325377546.0,36.823545,-83.90104000000001,0.0
36,2019-01-01 00:26:22,3598215285024754,fraud_Heidenreich PLC,grocery_pos,207.36,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496.0,"Librarian, public",1970-10-21,f246ac27c09429ff1e385d4683c79c4d,1325377582.0,40.202538,-73.859212,0.0
37,2019-01-01 00:27:45,213141712584544,fraud_Halvorson Group,misc_pos,181.35,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685.0,Fine artist,1984-12-24,7bb25a43205191eb7344282b88fc54d3,1325377665.0,31.939812,-90.726209,0.0
38,2019-01-01 00:27:56,30561214688470,fraud_Harber Inc,gas_transport,82.22,Gina,Morrison,F,41851 Victor Drives Suite 219,Allentown,PA,18103,40.5891,-75.4645,166081.0,"Scientist, research (maths)",1998-10-01,61bcb858dd5c8e2d0d46d02b4fa0bf8e,1325377676.0,40.586238,-75.802249,0.0
39,2019-01-01 00:29:11,4789911625179723,"fraud_Mosciski, Gislason and Mertz",grocery_pos,221.81,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285.0,"Research officer, trade union",1988-04-27,a8394c3e555166ce2f90eee628bd9ade,1325377751.0,40.011959,-72.594808,0.0
40,2019-01-01 00:30:49,676372984911,"fraud_Christiansen, Goyette and Schamberger",gas_transport,53.6,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242.0,Tourism officer,1987-07-18,f1566e9623814dd277dfa2a9bf83ea36,1325377849.0,40.332519,-99.062962,0.0
41,2019-01-01 00:31:01,30011465039817,fraud_Howe Ltd,misc_pos,54.02,Lisa,Garcia,F,213 Gill Expressway,Chatham,NY,12037,42.3496,-73.5873,4015.0,Human resources officer,1971-10-14,8d11abad6bc3501f9994f061e3a5b730,1325377861.0,42.041783,-73.076424,0.0
42,2019-01-01 00:31:51,4642255475285942,fraud_Ledner-Pfannerstill,gas_transport,102.13,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46.0,"Surveyor, minerals",1987-04-23,47238da5b40d126c8abea40a857c7809,1325377911.0,39.807313,-109.348294,0.0
43,2019-01-01 00:32:15,30074693890476,fraud_Lockman Ltd,grocery_pos,212.75,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691.0,Arboriculturist,1993-08-16,d9dcde500bed2cad48ee41e44c362596,1325377935.0,38.862183,-101.234087,0.0
44,2019-01-01 00:32:15,180067784565096,fraud_Koepp-Witting,grocery_pos,130.4,Mary,Juarez,F,35440 Ryan Islands,North Prairie,WI,53153,42.9385,-88.395,2328.0,Applications developer,1942-01-06,14a6e29ac65424550ea7e7c9f551dbb8,1325377935.0,42.236269,-88.397336,0.0
45,2019-01-01 00:32:47,213126662687660,fraud_Doyle Ltd,grocery_pos,91.16,Christopher,Luna,M,242 Brian Mountain,Laredo,TX,78040,27.5155,-99.4986,248858.0,Video editor,1971-01-28,685bcca9eb5ce554134d7242d564ecc9,1325377967.0,27.588953000000004,-99.816911,0.0
46,2019-01-01 00:33:51,2266735643685262,"fraud_Schaefer, Maggio and Daugherty",gas_transport,55.78,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901.0,Curator,1972-07-25,392529cae1f1f1647093732a8f319c50,1325378031.0,35.255978000000006,-86.041872,0.0
47,2019-01-01 00:34:10,3553629419254918,fraud_Stracke-Lemke,grocery_pos,83.07,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85.0,"Research officer, political party",1984-09-01,9b7a0619dcc5c572dc134f2827ed5a6b,1325378050.0,48.682111,-122.719904,0.0
48,2019-01-01 00:36:12,3511058278399773,"fraud_Mosciski, Ziemann and Farrell",shopping_net,4.38,Briana,Santos,F,702 Tabitha Drive,New Goshen,IN,47863,39.5803,-87.4616,205.0,"Engineer, mining",1960-01-06,f1e1ad954f49955c37b45eb71b2d1642,1325378172.0,39.681736,-88.323862,0.0
49,2019-01-01 00:36:58,4110266553600176127,fraud_Cartwright-Harris,grocery_pos,130.89,Sandra,Schwartz,F,3789 Mark Walks,Sunflower,MS,38778,33.5567,-90.5451,1686.0,"Education officer, community",1986-11-06,e02fd7d82af517718f83a3f05077d435,1325378218.0,33.595647,-90.234118,0.0
50,2019-01-01 00:37:18,4265776278887457,fraud_Pacocha-O'Reilly,grocery_pos,103.0,Christine,Best,F,68248 Deanna Land,Enola,AR,72047,35.2087,-92.2123,969.0,"Physicist, medical",1954-01-05,289789e617eece42a9cafe36680b1b69,1325378238.0,35.034285,-92.34301,0.0
51,2019-01-01 00:39:22,3583793405872580,fraud_Pfeffer LLC,grocery_net,50.82,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551.0,Amenity horticulturist,1970-09-27,64a6d4be2510d764cbd869cd2a57a4fd,1325378362.0,34.852665,-98.90267,0.0
52,2019-01-01 00:39:37,213193596103206,fraud_Huels-Hahn,gas_transport,60.77,James,Hunt,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95.0,Electrical engineer,1994-02-09,211c26efcb0ed5e87d4700daee23e070,1325378377.0,45.323099,-85.11654300000001,0.0
53,2019-01-01 00:39:43,60495593109,fraud_Volkman PLC,food_dining,122.86,Randall,Dillon,M,4440 George Mills Suite 591,Dallas,TX,75210,32.7699,-96.743,1263321.0,Television camera operator,1942-11-24,7d68e49b63d845b808108fcd41c15877,1325378383.0,32.282224,-97.46183,0.0
54,2019-01-01 00:40:44,4725837176265195730,fraud_Kiehn-Emmerich,grocery_pos,212.45,Elizabeth,Mckee,F,358 Pruitt Square,Jay,FL,32565,30.8985,-87.1332,5719.0,Higher education careers adviser,1994-11-05,88fde595524ba43924f36bd397b86413,1325378444.0,31.414174,-87.138632,0.0
55,2019-01-01 00:40:48,30404291151692,fraud_Kemmer-Buckridge,misc_pos,7.33,Savannah,Lewis,F,537 Walker Freeway,North Tonawanda,NY,14120,43.0498,-78.851,45100.0,Ambulance person,1993-10-25,01620e8ae84989a6f95581855e49da99,1325378448.0,43.1763,-77.901777,0.0
56,2019-01-01 00:40:50,213178850083780,fraud_Cummerata-Jones,gas_transport,70.53,Shawn,King,M,31493 Garcia Summit,Athena,OR,97813,45.8289,-118.4971,1302.0,Dealer,1976-10-18,7b91bd200c11c5cd24b43694e12b5bbc,1325378450.0,46.043252,-117.962133,0.0
57,2019-01-01 00:40:58,2356276337669917,"fraud_Goldner, Kovacek and Abbott",grocery_pos,58.26,Benjamin,Harris,M,0881 Lori Pines,Chester,MD,21619,38.9583,-76.2842,5848.0,Paediatric nurse,1981-02-15,d94f89d7360cd6bade6cf1b73d003e8f,1325378458.0,39.240962,-76.71273199999999,0.0
58,2019-01-01 00:41:43,3568736585751727,fraud_Spinka-Welch,grocery_net,50.45,Thomas,Cross,M,7566 Thompson Creek Apt. 827,Elkhart,IA,50073,41.8114,-93.4855,1195.0,Trading standards officer,1974-03-13,16e0d3920a0e896a70fa54e7162165c0,1325378503.0,41.776673,-93.350689,0.0
59,2019-01-01 00:41:45,4642255475285942,fraud_Huel-Langworth,misc_net,177.57,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46.0,"Surveyor, minerals",1987-04-23,048dc7fc7ae8efd51f59f7176e6a8bd7,1325378505.0,38.419431,-109.380252,0.0
60,2019-01-01 00:42:26,4509142395811241,fraud_Macejkovic-Lesch,shopping_pos,8.57,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324.0,"Engineer, technical sales",1926-07-12,70ed1a189a6bce479e564b120f2379d9,1325378546.0,32.023302,-82.58345,0.0
61,2019-01-01 00:43:38,3547560454237873,fraud_Corwin-Collins,gas_transport,56.66,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680.0,"Designer, jewellery",1966-12-21,144d8b04f90eb30e8df105a091212d99,1325378618.0,44.00529,-86.25199,0.0
62,2019-01-01 00:44:20,4433091568498503,fraud_Morar Inc,grocery_net,75.34,Linda,Davis,F,493 Todd Views,Gaithersburg,MD,20882,39.2335,-77.1458,135332.0,Clinical biochemist,1936-03-28,d6b7e57ba04fbb046f93a87301e493cb,1325378660.0,38.817293,-77.83346800000001,0.0
63,2019-01-01 00:44:43,2720433095629877,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,62.54,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224.0,"Engineer, electronics",1997-08-22,2eb55ba0572d67a64baaa8c463878d8c,1325378683.0,43.585423,-70.449359,0.0
64,2019-01-01 00:45:13,4716561796955522,"fraud_Huel, Hammes and Witting",grocery_pos,92.84,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743.0,Water engineer,1972-05-04,985ebf94aa7a3beeb927d07f77f0354c,1325378713.0,49.080153,-113.53238,0.0
65,2019-01-01 00:46:18,3536918668124647,"fraud_Ferry, Lynch and Kautzer",misc_net,2.76,Michelle,Juarez,F,44864 Melton Vista Suite 310,San Jose,CA,95148,37.3304,-121.7913,973849.0,Science writer,1955-06-12,70ca7fe41f09770d724a027152dcb9f0,1325378778.0,37.548452000000005,-121.536454,0.0
66,2019-01-01 00:47:55,3525668150756629,fraud_Heathcote LLC,shopping_net,101.35,Christopher,Choi,M,04611 Sandra Spring Suite 059,Rumely,MI,49826,46.3481,-87.0436,137.0,Film/video editor,1990-08-13,dab9571cce549056d3c6fedc525ccf23,1325378875.0,46.796891,-86.331091,0.0
67,2019-01-01 00:48:09,4707867759656333,fraud_Huel-Langworth,misc_net,303.47,Susan,Shah,F,9016 Jordan Bypass Apt. 516,Cranks,KY,40820,36.7558,-83.1838,581.0,"Psychologist, counselling",1967-02-04,cdb332a151bdd568d98837b9e19043b8,1325378889.0,36.394203000000005,-82.51428299999999,0.0
68,2019-01-01 00:49:25,4666314527820883145,"fraud_Little, Gutmann and Lynch",shopping_net,83.52,Guy,Thompson,M,5812 Ramos Oval Suite 598,Ravenna,NE,68869,41.0233,-98.9041,2202.0,"Solicitor, Scotland",1974-06-21,5f7aafc802c8acb5924041bca310040f,1325378965.0,40.992141,-98.831582,0.0
69,2019-01-01 00:49:31,2248735346244816,fraud_Torphy-Goyette,shopping_pos,9.97,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269.0,Product/process development scientist,1962-11-11,22be5ae91a9497c54279abdb4b25210d,1325378971.0,38.075226,-99.138453,0.0
70,2019-01-01 00:50:53,4512828414983801773,fraud_Jaskolski-Dibbert,grocery_net,16.16,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328.0,Tree surgeon,1983-07-25,514a1b5251ca91aeab8994cf6253f04b,1325379053.0,39.222743,-78.839099,0.0
71,2019-01-01 00:52:57,3501509250702469,fraud_Hackett-Lueilwitz,grocery_pos,59.56,Frank,Anderson,M,0611 Stafford Valley Suite 504,Naples,FL,34112,26.1184,-81.7361,276002.0,"Programme researcher, broadcasting/film/video",1979-01-02,e922037de4ac8a6bec29be758e4ce195,1325379177.0,25.801181,-82.351291,0.0
72,2019-01-01 00:55:05,30273037698427,fraud_Cummings LLC,gas_transport,57.23,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111.0,Careers information officer,2000-06-13,044fca5318d0550ed661b507b216f83c,1325379305.0,36.144895,-92.188172,0.0
73,2019-01-01 00:56:12,3558881852140592,"fraud_Swaniawski, Lowe and Robel",shopping_pos,317.14,Christopher,Holt,M,05597 Michael Spurs,Parks,AZ,86018,35.2563,-111.95,759.0,"Geologist, engineering",1957-03-28,3fe3286b0ea3f8c8857ec2e3da17b853,1325379372.0,35.268124,-112.682895,0.0
74,2019-01-01 00:56:44,30487648872433,"fraud_Osinski, Ledner and Leuschke",grocery_pos,127.88,Stephanie,Crane,F,144 Martinez Curve,Central,IN,47110,38.097,-86.1723,350.0,Counsellor,1955-01-05,02384110799958e20345759c49a8910b,1325379404.0,38.860981,-86.77339599999999,0.0
75,2019-01-01 00:56:59,571465035400,"fraud_Reichert, Huels and Hoppe",shopping_net,113.4,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645.0,Freight forwarder,1976-02-26,9d660a18154a3ba5fe869f373c6f819c,1325379419.0,42.868965,-108.50335,0.0
76,2019-01-01 00:57:17,378006354724784,fraud_Ankunding LLC,shopping_net,94.53,Christopher,Matthews,M,433 John Heights Apt. 849,Etlan,VA,22719,38.5095,-78.2638,395.0,Senior tax professional/tax inspector,1982-01-07,d513918bedeff433054b9384483bd79c,1325379437.0,37.84676,-79.262334,0.0
77,2019-01-01 00:57:30,341283058448499,fraud_Pfeffer and Sons,shopping_pos,1.82,Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,39825,30.9788,-84.7373,1461.0,"Engineer, broadcasting (operations)",1935-09-08,35dd52e536ac27feca9d33ad8426f579,1325379450.0,31.973466,-84.244731,0.0
78,2019-01-01 00:58:02,4481131401752,"fraud_Greenholt, Jacobi and Gleason",gas_transport,75.77,Frank,Foster,M,37910 Ward Lights,Shrewsbury,MA,1545,42.2848,-71.7205,35299.0,English as a second language teacher,1975-04-30,1240cd77c20744f96aa5e6a5cf9b1fcf,1325379482.0,42.889256,-71.88810699999999,0.0
79,2019-01-01 00:58:53,4687263141103,fraud_Kunze Inc,grocery_pos,108.59,Sarah,Cross,F,273 Phillip Throughway,Bigelow,MN,56117,43.5336,-95.6515,399.0,Economist,1977-04-28,c7398ef8cebfefee82e590d473cf538b,1325379533.0,44.51103,-95.934394,0.0
80,2019-01-01 00:59:25,5456776410929288,fraud_Harris Inc,gas_transport,48.68,Taylor,Khan,F,658 Diane Glen Apt. 677,North Washington,PA,16048,41.0472,-79.8089,139.0,Patent attorney,1954-05-25,673b35c970ef05a2acceb2af42f919d7,1325379565.0,40.237898,-79.89407299999999,0.0
81,2019-01-01 01:00:19,4981132848794,"fraud_Connelly, Reichert and Fritsch",gas_transport,72.35,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128.0,Child psychotherapist,1946-04-03,cfe0948d7b26c9fef58e59a9bf41d3e5,1325379619.0,39.308098,-81.698525,0.0
82,2019-01-01 01:00:48,6011893664860915,fraud_Howe Ltd,misc_pos,218.71,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420.0,Water engineer,1975-07-31,43204045928cb3449edc63078a75b48c,1325379648.0,39.335171,-104.102882,0.0
83,2019-01-01 01:01:48,6534628260579800,fraud_Torp-Labadie,gas_transport,52.59,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542.0,Claims inspector/assessor,1998-03-19,2686067ebeee0aa355a750faf309384e,1325379708.0,45.084808,-73.626071,0.0
84,2019-01-01 01:02:16,376028110684021,fraud_Wolf Inc,grocery_pos,89.11,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964.0,Tourist information centre manager,1974-12-23,1cb03ad950bab1ca74b02500644ec1ba,1325379736.0,40.773306,-92.821257,0.0
85,2019-01-01 01:02:53,571365235126,fraud_VonRueden Group,grocery_net,89.35,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372.0,"Exhibitions officer, museum/gallery",1995-07-12,bce01a6ae8b8c6227cd4f1de751c017c,1325379773.0,44.630758,-87.12389399999999,0.0
86,2019-01-01 01:04:48,3518758680062249,fraud_Vandervort-Funk,grocery_pos,50.68,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772.0,Location manager,1989-11-24,61861370b5c31b9c00fd949124944d7a,1325379888.0,38.482541,-108.853856,0.0
